"INCP_2016","Income","AGE","Age","SEX_ABS","Sex","STATE","State","REGIONTYPE","Geography Level","ASGS_2016","Region","TIME","Year","Value","Flag Codes","Flags"
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",26,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",52,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",124,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",146,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",280,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",360,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",227,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",315,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",132,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",176,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",109,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",106,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",87,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",77,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",178,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",79,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",98,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",36,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",42,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",21,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",33,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",13,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",25,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",5,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",11,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",10,,
"01","Negative income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",12,,
"01","Negative income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",14,,
"02","Nil income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",123,,
"02","Nil income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",159,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",92,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",108,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",295,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",355,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",764,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",942,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",474,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",670,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",328,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",349,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",225,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",194,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",227,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",125,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",266,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",112,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",152,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",42,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",94,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",32,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",55,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",22,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",64,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",19,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",24,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",7,,
"01","Negative income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",8,,
"01","Negative income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",5,,
"02","Nil income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",101,,
"02","Nil income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",142,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",70,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",161,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",201,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",302,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",425,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",615,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",323,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",562,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",281,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",383,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",248,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",211,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",237,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",159,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",108,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",76,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",90,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",38,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",49,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",31,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",27,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",16,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",57,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",27,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",55,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",24,,
"01","Negative income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",4,,
"01","Negative income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",9,,
"02","Nil income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",24,,
"02","Nil income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",44,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",26,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",51,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",66,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",94,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",90,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",130,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",124,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",192,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",112,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",183,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",90,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",134,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",88,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",104,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",216,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",102,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",111,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",35,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",63,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",28,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",34,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",28,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",52,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",16,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",24,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",12,,
"01","Negative income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",8,,
"01","Negative income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",5,,
"02","Nil income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",84,,
"02","Nil income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",137,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",75,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",117,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",169,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",245,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",352,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",486,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",287,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",451,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",235,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",331,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",209,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",214,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",201,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40302","Marion","2016","2016",125,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",187,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",104,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",104,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",58,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",88,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",50,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",67,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",46,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",89,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",33,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",78,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",25,,
"01","Negative income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",9,,
"01","Negative income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",11,,
"02","Nil income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",51,,
"02","Nil income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",97,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",38,,
"03","$1-$149 ($1-$7,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",86,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",78,,
"04","$150-$299 ($7,800-$15,599)","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",177,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",153,,
"05","$300-$399 ($15,600-$20,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",261,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",173,,
"06","$400-$499 ($20,800-$25,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",309,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",163,,
"07","$500-$649 ($26,000-$33,799) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",267,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",135,,
"08","$650-$799 ($33,800-$41,599) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",170,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",171,,
"09","$800-$999 ($41,600-$51,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40303","Mitcham","2016","2016",151,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",391,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",151,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",163,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",61,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",98,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",56,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",71,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",35,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",72,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",28,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",40,,
"15","$3,000 or more ($156,000 or more) ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",25,,
"01","Negative income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",17,,
"01","Negative income ","A65","65 - 69","2","Females","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",18,,
"02","Nil income ","A65","65 - 69","1","Males","4","South Australia","SA3","Statistical Area Level 3","40304","Onkaparinga","2016","2016",150,,
