"INCP_2016","Income","AGE","Age","SEX_ABS","Sex","STATE","State","REGIONTYPE","Geography Level","ASGS_2016","Region","TIME","Year","Value","Flag Codes","Flags"
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",124,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",125,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",76,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",115,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",55,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",103,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",33,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",132,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",40,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",21,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",10,,
"01","Negative income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",4,,
"01","Negative income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",3,,
"02","Nil income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",27,,
"02","Nil income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",66,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",10,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",55,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",54,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",85,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",39,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",64,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",39,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",97,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",44,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",137,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",58,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",145,,
"09","$800-$999 ($41,600-$51,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",125,,
"09","$800-$999 ($41,600-$51,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40201","Gawler - Two Wells","2016","2016",126,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",396,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",207,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",216,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",120,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",157,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",54,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",135,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",47,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",124,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",41,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",28,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",19,,
"01","Negative income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",16,,
"01","Negative income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",10,,
"02","Nil income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",68,,
"02","Nil income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",159,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",27,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",98,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",247,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",269,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",187,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",233,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",155,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",241,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",138,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",345,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",239,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",294,,
"09","$800-$999 ($41,600-$51,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",361,,
"09","$800-$999 ($41,600-$51,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40202","Playford","2016","2016",278,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",318,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",236,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",197,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",147,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",203,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",139,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",146,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",83,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",175,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",78,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",49,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",26,,
"01","Negative income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",8,,
"01","Negative income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",15,,
"02","Nil income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",76,,
"02","Nil income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",144,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",29,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",66,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",155,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",184,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",88,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",154,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",103,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",182,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",128,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",234,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",202,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",222,,
"09","$800-$999 ($41,600-$51,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",285,,
"09","$800-$999 ($41,600-$51,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40203","Port Adelaide - East","2016","2016",228,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",679,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",425,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",436,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",256,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",331,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",157,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",202,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",80,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",252,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",81,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",76,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",25,,
"01","Negative income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",18,,
"01","Negative income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",27,,
"02","Nil income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",153,,
"02","Nil income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",319,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",61,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",156,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",306,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",442,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",203,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",343,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",184,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",342,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",213,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",521,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",399,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",494,,
"09","$800-$999 ($41,600-$51,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",687,,
"09","$800-$999 ($41,600-$51,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40204","Salisbury","2016","2016",461,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",479,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",369,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",353,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",230,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",351,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",182,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",257,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",135,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",368,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",128,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",92,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",21,,
"01","Negative income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",3,,
"01","Negative income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",8,,
"02","Nil income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",65,,
"02","Nil income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",174,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",32,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",112,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",94,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",177,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",87,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",202,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",117,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",202,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",106,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",326,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",177,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",379,,
"09","$800-$999 ($41,600-$51,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",326,,
"09","$800-$999 ($41,600-$51,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40205","Tea Tree Gully","2016","2016",359,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",92,,
"10","$1,000-$1,249 ($52,000-$64,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",121,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",79,,
"11","$1,250-$1,499 ($65,000-$77,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",73,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",104,,
"12","$1,500-$1,749 ($78,000-$90,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",84,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",98,,
"13","$1,750-$1,999 ($91,000-$103,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",49,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",151,,
"14","$2,000-$2,999 ($104,000-$155,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",66,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",129,,
"15","$3,000 or more ($156,000 or more) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",44,,
"01","Negative income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",5,,
"01","Negative income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",4,,
"02","Nil income ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",20,,
"02","Nil income ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",58,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",7,,
"03","$1-$149 ($1-$7,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",29,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",33,,
"04","$150-$299 ($7,800-$15,599)","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",45,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",23,,
"05","$300-$399 ($15,600-$20,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",57,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",21,,
"06","$400-$499 ($20,800-$25,999) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",62,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",33,,
"07","$500-$649 ($26,000-$33,799) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",80,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",46,,
"08","$650-$799 ($33,800-$41,599) ","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40301","Holdfast Bay","2016","2016",92,,
